cell,stage,arm,role,theorem,replicate,failed,solved,cost,uncached_cost,receipts,requests,input,cached,output,artifact_sha256,input_sha256,result_sha256,proof_sha256,cache_sha256
validation__ace_selected__proof__aime_1991_p9__seed0,validation,ace_selected,proof,aime_1991_p9,0,False,True,0.02968842,0.0773328,19,19,328314,264691,9725,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,ce2ccd412ab04d77e991fccbfe719f64a499abaa629db8b3847220de8ce910fe,751f490843fbe0a9b5017f9464038f2910230f3f38156ec3efd313da19afefb3,7fb0bdf21588750e7b8ee91f150a140a60e29db6d6d471bb3f9c2cf5c57f24aa,83ef7b512179bd3a8a985ec1cf9a41ceb7ca0708a114bc6c02956ba445f3357d
validation__nonace_matched__proof__aime_1991_p9__seed0,validation,nonace_matched,proof,aime_1991_p9,0,False,False,0.06211938,0.14570039999999998,41,41,613158,464339,19224,,a96682129325cca0cb1dade87e5eab31677ca17c34b4e6311633fe9b28a18f2d,309397a565a3f2e9640eb4340c9f71a497d4e1a06e543de6c1106d6bb114b04f,,2cd06139e8c64b7efa381d9eee68c469153cca61bb48fb799ca2a109f3f42661
validation__nonace_ordinary__proof__aime_1991_p9__seed0,validation,nonace_ordinary,proof,aime_1991_p9,0,False,True,0.02295096,0.0761478,29,29,330429,295538,8385,,ee6fd0860cdc31b995c4ad39c1feade2e59ac1f1b476d9079da12358ab646e4b,b844c9af344b36755128efbda2e7b584e2699c93e0d9593eee2a9f5ae2ca5ba0,8abba9c469bab95077461a4263506e08a72d10e228e7b0424fd9ad8f994e9836,50bcc040c4f89bedfff55986b919a7d4e85ef30d81349cd1433aafa7a0d5eddd
validation__ace_historical__proof__aime_1991_p9__seed0,validation,ace_historical,proof,aime_1991_p9,0,False,False,0.0590389,0.10031019999999999,22,22,400499,229285,16842,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,feaaa0f398067a87966a46c7e2476f2bca612f0123700c1ff7f1803ef284facd,c39e1c5a70ac2b81b0f7879a398f6c01cfae42cefb91c18c94296da6af387060,,0225a8569a0d060dd60b926026292c69026b3943a8ec7d69a625d5e7f18b70c1
validation__nonace_matched__proof__amc12_2000_p12__seed0,validation,nonace_matched,proof,amc12_2000_p12,0,False,False,0.05577554,0.0721928,26,26,249148,91207,18636,,193326db29bbfccbad0d73b5805a30740f7e4327bb0e9ea2b02e0ad9c3557525,b8eac09c1943369c37d146b365a0fe7f9a5f67f0b8701eea0f252f6eeafca59b,,6d5a8cd0ca5cc7c1d1e7f9c93f55b2c2824a8d498c0280b1fb2ab9dbd0ebe08e
validation__nonace_ordinary__proof__amc12_2000_p12__seed0,validation,nonace_ordinary,proof,amc12_2000_p12,0,False,True,0.03004966,0.050616999999999995,19,19,163967,114263,14853,,576d39d7ac139b61020f90f6c11fb880e57b48e3ae863702d043d20e9afbc4f7,25ac0feada9956a64c7cd9ffcdc79fef5a243c032431bae3f2248fbd7ad2ba6b,f2cf790dbf3f3a33206c27d458b4a190ce8fb09de2e1eab0da34657566f6b131,0f06d0dec5452173b1f900df81523c7984243a90e4435b5c84a81da992a56b42
validation__ace_historical__proof__amc12_2000_p12__seed0,validation,ace_historical,proof,amc12_2000_p12,0,False,True,0.020329859999999998,0.038197199999999994,14,14,131568,99263,9903,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,2f75e5405aaf3e0e557e8c1577945bfa3fd861b0e3cafa6dccbfe34ac12ce761,080ab8a4892f48aebe946a6121ae1d72682999c6d5334e2bce238aed2feb0d99,b5cf7b7bcbdadb87c14d39742b7ce380ea4942d97b75224bca71133f847d22e2,25031f27df780d183cf4c775c9abee3f36b1c690eff964c71e16b14454984a36
validation__ace_selected__proof__amc12_2000_p12__seed0,validation,ace_selected,proof,amc12_2000_p12,0,False,True,0.02210666,0.055351399999999995,15,15,219601,184693,9526,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,5d20c7ea12d5ae281974291ff09bd5d887b4f88d652bed649a5749174c6bb17b,9a20292377876c032dbc7472a256e12a2c5a25e62e13b490b8597a2e9f9db5a4,b4f1e3b14b47cdebc3d7afb500fb4a422c044f7cf73845dd84aa8e5ab4a7272e,b847b4c22da449824ad5671a2919f26082b1151fa152c1d28ca9314680fbff93
validation__nonace_ordinary__proof__imo_1984_p6__seed0,validation,nonace_ordinary,proof,imo_1984_p6,0,False,False,0.04197836,0.0642962,18,18,251641,123988,11640,,0934992fa94d68d95fcb31a25fddd043a48215385d7d14b711b7d33ea8a0f47a,a165585b6ab93b14eacf3c4d74048f8a9f51662809d553de1cf3a729279289f5,,2a59fca186131a894c203970d67ab84f520405117bf62b7ed066234b7d847391
validation__ace_historical__proof__imo_1984_p6__seed0,validation,ace_historical,proof,imo_1984_p6,0,False,False,0.06649885999999999,0.12374299999999999,27,27,508435,318023,18380,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,d79b62addaf3af411adbc6f7f3e85f6c9a86e1b5d34711a2cf340001b52f8698,20df07d9bb4959da7fcb65465dc7cd650f54d57ad7bbf1af8dd7f62dc4dae42d,,a12043901812e9462f975dc988699972db2670b31bd0d76c04a94b682c428ea0
validation__ace_selected__proof__imo_1984_p6__seed0,validation,ace_selected,proof,imo_1984_p6,0,False,False,0.0290716,0.102445,25,25,453185,407630,9840,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,43ef1049f8ba507377086f414c808664b95e445bf6ad5612b31f0e8d7a280690,b66f7e45e7a92b58accc4587ca9c40caa340e97e6ca8e170d9ad547f6d483de0,,8ff8d989422486a3d7bc9ac6fe1c5de771eeffac5782fd38571d61cd987aeb0f
validation__nonace_matched__proof__imo_1984_p6__seed0,validation,nonace_matched,proof,imo_1984_p6,0,False,False,0.0618093,0.1044378,27,27,407295,236825,19149,,6675202108a5fdda03ae252f3491fefbfa19870a4b767b3a8bfb7d83fa6cfe70,68b3f5c3baa7a666e013ac7994a023ad2569738b0062033c8dfbea3ef25da247,,807738d22cd60e2e8e3ee9370b8f2242323018ee898b6a7d9ef0ceac748fb634
validation__ace_historical__proof__mathd_algebra_251__seed0,validation,ace_historical,proof,mathd_algebra_251,0,False,True,0.00608156,0.0132776,7,7,50326,39978,2677,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,aba95d2a205db1cedd80c4ae3e2c78d2ffd7f5341a538d5e580e8b22eb1815eb,c0d1ba5c873a4c9dc952457a84908b4c5fc7e579b17fca90b39d4917e57c63bf,0fd8aeeda4108c10c12ac1f1a84279369a6dede71903f2c9168b9a7a0f0d9291,6cab00659a15985d954d2b9475145877908e368ee53668e05fea5f93eedd08e9
validation__ace_selected__proof__mathd_algebra_251__seed0,validation,ace_selected,proof,mathd_algebra_251,0,False,True,0.0010306199999999999,0.002919,1,1,11685,10491,485,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,4bb1ec6827de48c73ac68abe9a46d9cdb6ef4d1f03467c54e35153a801004746,00d14ef40f9a980aaf567bcad5a6b4a8d171b261c0004e1ef0904dd4d788bf41,6924384ee86c75237f2f06072495dff47292ee997549bc7cde0802002efd0005,06bf3645029b8212a8343388e88ebf9da264b3d599f155470ea1a8a7757a2053
validation__nonace_matched__proof__mathd_algebra_251__seed0,validation,nonace_matched,proof,mathd_algebra_251,0,False,True,0.004965499999999999,0.0111746,8,8,42661,34495,2202,,4776af1e62e1439db8824156af5e6a2d720e861c5b367b2690c76d31cb08a9fb,59d1c9d594adb51d7557336a1d948a5429f54eb28501e49eec2332ae4715cfc6,ae3627448cffeb17ef7295afddee8c8bf471d06abfb3ef98c9a08e671dc2a043,6510d0b48e223d69f9d6d56016c1659a448cb2b82d36ffbb4ca68784004c0401
validation__nonace_ordinary__proof__mathd_algebra_251__seed0,validation,nonace_ordinary,proof,mathd_algebra_251,0,False,True,0.00278516,0.008096599999999999,7,7,31417,29508,1511,,5a96bf0033f709e8695457005819b0dbe35eb0f1c4e10ed281d7d1e4945826ec,1cd176e51498aca1c357e6ae64e19fb802c43964b9bf5ef7382e46f352341a7d,f246cb24fc0d04f3dfe2deb7d28c3dcf38ac68eaaa3405f251a2282b2b66a92c,f84cc61e1741dad4f5100f44c781537eba9f053cfe09cec879e55085cde57e1d
validation__ace_selected__proof__mathd_numbertheory_303__seed0,validation,ace_selected,proof,mathd_numbertheory_303,0,False,False,0.056625299999999996,0.11658779999999999,24,24,471795,333125,18524,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,7e83b26461bd600d02782c6b01c348f0451966e844186868f8e52fb9b84314b2,e8fe0fe15e2c8fd0a343f4e1d17c739294bd0ecd309481d2ef097b8807681faf,,038d5f9882c7fb28dc2d86c70bb4bf80101d816d0146f380406d354f98b9db2b
validation__nonace_matched__proof__mathd_numbertheory_303__seed0,validation,nonace_matched,proof,mathd_numbertheory_303,0,False,False,0.06139762,0.07939059999999999,20,20,267035,99961,21653,,705b60ad31fa80b3adae93c9d194f55deeafbdd72cfcd2042654fc93575f7a71,efa2fffe76e0a43c0384539eb35d8c26e340f2762efb5ec71dc45667ef4aebd3,,a493fbbf5977b636404b6be62da2a61a7383576bdd5acc4ceda2bb25470fc755
validation__nonace_ordinary__proof__mathd_numbertheory_303__seed0,validation,nonace_ordinary,proof,mathd_numbertheory_303,0,False,False,0.03726078,0.0813264,27,27,341052,244809,10930,,2872b84c8fe75d34523acbe99ae1d250aa3885f99c428d79672a8b5b5481ae5f,8eb0a7bdd74161614303b9bd2738cd1c88e22f9542c8a269805e824a3e6e448f,,3cc2874a331db2b252f3ad6a7fe9d61f39cafbaa21d0961bab982737dbd0d02b
validation__ace_historical__proof__mathd_numbertheory_303__seed0,validation,ace_historical,proof,mathd_numbertheory_303,0,False,False,0.06354438,0.1065984,25,25,406020,239189,21162,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,f092b9595f09c3a94c8d499a2b6861bb0eb6718a532f76059f9a50230d256cae,ac7d10cae3d49cd4f541e34f0b2ed9cee73b7bc4c967c9b34b57851a6fa656ef,,db376dd23d4ec746f4a38b2b3e2134f9f23a8291208776cbc0792937fb3d247c
validation__nonace_matched__proof__aime_1989_p8__seed0,validation,nonace_matched,proof,aime_1989_p8,0,False,True,0.00048074,0.0009499999999999999,1,1,4378,2607,62,,e64d322ad72aecb4fa4d9362c2fabac5c8e018bfd6a8f7e513e924c290743228,b71c7849e51634e3c15756c08a113ba3d7fb4c0dcf6ac069ba49e4b08013a1b4,31141b0132b1839c70b5fc1c645d7a858cc4e6527a9963b321c86a04648df1a3,b4a0f4b55fe4cde4c2ca9ee45f630cf7330cf6cc6ea0a1581dbcdef13c56c8ee
validation__nonace_ordinary__proof__aime_1989_p8__seed0,validation,nonace_ordinary,proof,aime_1989_p8,0,False,True,0.0001649,0.0009524,1,1,4378,4375,64,,f7ded3042624c3aee6582b9ae29ec3ca63461ef08938d012b27c7cf4d05c177f,6ab6d35cc18c3c4a1791ddcb25e557aa2fd4ef77664dbaaa73b2be151cc79826,31141b0132b1839c70b5fc1c645d7a858cc4e6527a9963b321c86a04648df1a3,ac84912aeafe952c407676e11c8ff3f60b9b061f033341afe57e9de327725ccf
validation__ace_historical__proof__aime_1989_p8__seed0,validation,ace_historical,proof,aime_1989_p8,0,False,True,0.00058764,0.0014466,1,1,6573,4772,110,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,b091660cb054218a76a348d9c330c43664e5e5d0ade5289b5b206e352a90bea6,ce86c73f514023ed658912458ac9952e46f84cdc9c050d30e58815dd435e577f,31141b0132b1839c70b5fc1c645d7a858cc4e6527a9963b321c86a04648df1a3,f356f86bb7e18e509d9adc2888e41ae63cb5e1bebbf264a4ecc4951c90707f5f
validation__ace_selected__proof__aime_1989_p8__seed0,validation,ace_selected,proof,aime_1989_p8,0,False,True,0.0006888199999999999,0.0025772,1,1,12292,10491,99,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,f9d5a0d24e137e6b57e26396601338e6ebb1c4eb3205e13bae5bcf35d5bada0b,04b35f01fcc7b31a331abc15e521de77ac9797c2388ddcdc5337ee81bd544436,31141b0132b1839c70b5fc1c645d7a858cc4e6527a9963b321c86a04648df1a3,c75782cfa49e36ab2aee7b9bb99b44ca7402cc719eecb92343c12d3918f97a30
validation__nonace_ordinary__proof__mathd_numbertheory_530__seed0,validation,nonace_ordinary,proof,mathd_numbertheory_530,0,False,False,0.03958732,0.11310759999999999,31,31,512138,408446,8900,,3da2dee356703cb64d8760c17ed2c3c4ea6974e1ac2003491fb54509e8f625ab,ca659457faf16fdae7abd46f8e763ba5bc8175075742a061310c94b1f7f7fee5,,8557ee7f7f81ac7a17d4816987c25ee5a09baad4463255defdbdc50721e78560
validation__ace_historical__proof__mathd_numbertheory_530__seed0,validation,ace_historical,proof,mathd_numbertheory_530,0,False,False,0.060125939999999996,0.1095318,25,25,457413,274477,15041,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,10ff839f3723829f86253c5463e64041504ce675f6b521c1f433428a4abdc383,e7968e2d605fb4d1f0ae004bc354d1a88c32fecfc1202623fd7fe96b5814ecaa,,defb128cd3dc2a60b701c9d5bbc54fe6d173ba4d0a94de3dd5db97f4dfc51f42
validation__ace_selected__proof__mathd_numbertheory_530__seed0,validation,ace_selected,proof,mathd_numbertheory_530,0,False,False,0.059919139999999996,0.1364906,25,25,592729,425397,14954,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,864e2a144c10b380b12bb9f0415dea6cc2965a2cffc42849feddee914962fd7a,34e2510a0b98b54c407636b3b962b36c332e236c79dfc09b2f1ccf2737834063,,f23536e2ee0c8638d0b9e41b5cb3d4b04f64a9699e390e09e82884978cd2e6dd
validation__nonace_matched__proof__mathd_numbertheory_530__seed0,validation,nonace_matched,proof,mathd_numbertheory_530,0,False,False,0.061654219999999996,0.1432844,35,35,620368,453501,16009,,a4b41e4e57dbcb2d0618b1cb62e05079fbe92d01680dd5c56c71ef0fc2a17a09,4c2d39d229b873e8591281b30b7bb113840253fa0d911a14b2eae1fa08bf2da0,,b8ae340662fd2a6daccda9f4d443442a58f404f52d721f520de09088b58848ea
validation__ace_historical__proof__mathd_numbertheory_64__seed0,validation,ace_historical,proof,mathd_numbertheory_64,0,False,True,0.00903866,0.0176036,8,8,62296,47583,4287,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,822671cec1f0df5a25d81b78218ea7d6c2a975d01ad45daa2c908a83c5bf2e46,4cdadbf2f98283cbb277fda8a8c8c6c2e8f4a4b708936bb72fd5c760432c38e3,cf985184536a3d119f2d569fedf568c9834741d735d1e23904cfbfc16a28e6c0,6cad7cae39fa3793df8fcbf72da5f243f551b6b8d6e2ac6af003f91670f9f44e
validation__ace_selected__proof__mathd_numbertheory_64__seed0,validation,ace_selected,proof,mathd_numbertheory_64,0,False,True,0.00829386,0.027543599999999998,8,8,115572,106943,3691,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,84fd7bb9ac903969f076ed8172a6f8844b807b96e1cac2892975e67b1d6c978a,1422ed698e6f5f482edac75af7e68596ad49a82750c1f1eb944d072287e47515,29c943b6889ac645bb0234d43c76f8b2c66f83ee7edbb073e521f0ae561d30a7,ff24cec11720656aac306f2f192293f4427f89e427e14fb7e47b2550df6abc97
validation__nonace_matched__proof__mathd_numbertheory_64__seed0,validation,nonace_matched,proof,mathd_numbertheory_64,0,False,True,0.014622739999999999,0.027897199999999997,13,13,99604,73747,6647,,cccd9281f02967907c5a2cba3f5a9478a645527d3234dc2aefd0836e75eabbb4,913f978b566d4b73f4ab9df87001e7af713ce0cfebdb633ef008a2fdf4437a7f,2baa8c3c15cb05917263f3a0012f7ee51dfe589064b0d579f56ff8845f319380,308809294919438dfd12a4abb6eb57a6136d66a3a0e3f0a0de00bc06752e4722
validation__nonace_ordinary__proof__mathd_numbertheory_64__seed0,validation,nonace_ordinary,proof,mathd_numbertheory_64,0,False,True,0.00634116,0.015049199999999999,10,10,59892,48378,2559,,709835ffe0b5d5217b3a950e7fe80819dca3a8d9bcbb04ea34184befedc081d6,7b16e4cc32b880f3e4e8fdccf4a854dd009a3269e9564ae8484c22dd9f43aa37,e9aedcd34250509c2d7964476dedb11563d4125e1b7d732155ab476d19be8471,9b77f8403efc1da6a03713960d5103f1069fe4c4a8755dec45c122079c41d3c2
validation__ace_selected__proof__imo_1969_p2__seed0,validation,ace_selected,proof,imo_1969_p2,0,False,False,0.06404172,0.139317,24,24,618963,418196,12937,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,0938b015cdaa5f76546eb6e7e28d5da18ddcbad5a621c0aa1e9ced8570637f19,54a7b5e192ce3994767f272eedf79e44132d1bc9fa00a6536c99ed4a9ec20c0d,,537cc4ba0a74cc5ec750ddcf86d1f80d92464f89accd85cb14881ca582322e29
validation__nonace_matched__proof__imo_1969_p2__seed0,validation,nonace_matched,proof,imo_1969_p2,0,False,False,0.06613642,0.10133199999999999,24,24,378926,195531,21289,,f7454a4d765b92087102497196f8f60065c21d06814200b3f102de4ff709248b,882b3976e4f355f10ed50f85a0c50f8e3735af66424c744c8866290756ac2b63,,98265075c6988938f8e27da69919007f1a17c63d76115aae1b603c47cab4fc07
validation__nonace_ordinary__proof__imo_1969_p2__seed0,validation,nonace_ordinary,proof,imo_1969_p2,0,False,False,0.03327806,0.12944719999999998,34,34,599674,534273,7927,,666aa7a29c73b54b5d614e9368d0c89fefba2457dd38766ce71bc178c1e32dc0,5c1dc858c1a0e02cb23bf8c00bc97127cf008f6220debd98848e297f4b8b9f61,,9048a5896bcffa4fc9d59ab1800dfdd09749c6c56fb0f24aa06938c97909312d
validation__ace_historical__proof__imo_1969_p2__seed0,validation,ace_historical,proof,imo_1969_p2,0,False,False,0.06527728,0.11914119999999999,25,25,484118,299244,18598,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,bc8e8c8d899ccfd2e10d61dcef012508493a9a5889f4c73c5847ebeb8a01ec23,0d53189da0005f93ccbf8acfc4dff4d2f49716747dc15dbbb6b4c225d3c6208e,,078264bec54df4f3a4b53b2761d59ce85a0cfa838e2fdefa6d079cbe0a791be3
validation__nonace_matched__proof__amc12b_2020_p5__seed0,validation,nonace_matched,proof,amc12b_2020_p5,0,False,True,0.00068696,0.0018782,2,2,8287,6618,184,,ea2aeb611e0362b781fd6150fe5d1741c36d2996b0749565f0b082358fd592c5,178bea12d2842c5ac46db27b6102b28065860f49722e63e704cf12a278f86cd5,b3369122f771636fb094c42cc557b7887d7208177d9f1db254a0751ba735bfbc,ce13648727735ce9f749d2c6c22da72f7214352a92ff59f5b80fe5c50322ad7e
validation__nonace_ordinary__proof__amc12b_2020_p5__seed0,validation,nonace_ordinary,proof,amc12b_2020_p5,0,False,True,0.00028482,0.0010068,1,1,4014,4011,170,,41a40923f789bcff4e1271c3a5bc4a97ec96f535509a30f94ed07ec4ec56961f,84a044a025a7cb0abaef18c5abf80a5646984baa28802cdf36f78587fa78b831,7e2361598a9be9ad6a8de7e32f5bb1b9dc1dcd732a491254c88a4c92cb7b28c7,046cda720960e2a92f7bc8afdcbf8fe54f72335606d7f9c2fee3aace5976ca59
validation__ace_historical__proof__amc12b_2020_p5__seed0,validation,ace_historical,proof,amc12b_2020_p5,0,False,True,0.00059764,0.0014566,1,1,6209,4772,179,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,503dcde7a557001e23b9bcc310d856967f323e6abd2fdb56b23e80b44a43e39f,5333f1efd8ed77402467e95c62b5660ac592c9df6a21231889459e8b55a8fb98,db7b63364425ea7d69477a85beb8cf5eabaec01a4c85207197abe92d6d775c45,62e35069856f0b390c77c38de08850ff5cd76c0963df8fac1cd0dc62fbe2192b
validation__ace_selected__proof__amc12b_2020_p5__seed0,validation,ace_selected,proof,amc12b_2020_p5,0,False,True,0.00077802,0.0026663999999999998,1,1,11928,10491,234,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,0aaf5c5674fc1de4829c9923a73b624117a1a1dc3923dccfdae598c59cc968d6,ce7aee8d3ea993a1f7e15405e8011bec6b055896c72ff7ce59067017e490b2c3,4b74d01bb6ec858f5cd3a8e2e2e1686d2546fba7b16b6cb271b6d18bafe800c7,e098daf2f76ac246de3ebac4490c470136f75e16af026d9b985be4a1dbdb4307
validation__nonace_ordinary__proof__aime_1991_p6__seed0,validation,nonace_ordinary,proof,aime_1991_p6,0,False,False,0.03801168,0.0508878,12,12,143265,71534,18529,,1ce2ed2eb066c20ec389be6f09d12113c4e9186cd7d95da063734d7e40abf915,36563d64c5360d04438e9529f8b39a280fcc0cc6d520772c6394b5dfc8431a2f,,94fa7b9ba885bb2390424fc51ac9e82fd1ca30c7e912c8d4d95bc3e68b8537e2
validation__ace_historical__proof__aime_1991_p6__seed0,validation,ace_historical,proof,aime_1991_p6,0,False,False,0.05623926,0.0869064,18,18,304518,170373,21669,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,9012b6f321fae085f7323b9133e489c0a92fe6dcd8fd94db46c6f80f86268a66,e7c4ca30a7eb93480ffcd0b5ee5d6e1daf781f7581d1e759abfc9c3ba0c16cad,,d4d3c3280e39852c3b60b85e7ff2b94a4dac636065a91c5dab00fac6f7038505
validation__ace_selected__proof__aime_1991_p6__seed0,validation,ace_selected,proof,aime_1991_p6,0,False,False,0.05723408,0.1184402,20,20,448711,340034,23915,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,7542b3e717091aba3a029bedebe1ac763b2e7cee99b07c2219070e8c64a4549d,23b6784a688558d6451d36866f8e8f0c1c2e2c2b3538762893d6da83f47699f0,,8b82cf225e2c230886f440f0f37eb6090aa203236d308bbf6da4556f9249516a
validation__nonace_matched__proof__aime_1991_p6__seed0,validation,nonace_matched,proof,aime_1991_p6,0,False,False,0.066871,0.08365059999999999,15,15,288107,93220,21691,,593c1e432ea349f136cb58e11f57cb4eb1991f5ae860535287c86a5b057c5686,babf8e54a127946daf315206910ae4583c3a425d8a56b91109e998937fce5bb8,,04d6e913ed50613f20a36bd8bc47a5808dd625c19bd82ae5797cbadee5dd2e87
validation__ace_historical__proof__amc12_2001_p21__seed0,validation,ace_historical,proof,amc12_2001_p21,0,False,True,0.0181335,0.0305274,10,10,108057,68855,7430,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,33135ea3f406104bce95e877a4f94073eb27b70ec5d7c74d613b71ee75267a55,42ca91c8c69f15bd852d4d0405756ccd29764cc4c9122129db11d7cf1dceb414,9288898978e295bb9a2a0af9c616079e5c1c9539d2720d4166f9ceb7bdd65d2a,34d5d5982a3e43a4e5d55bc402fddc10048b55a45f758cc4a44aa5dcc2ae8fd5
validation__ace_selected__proof__amc12_2001_p21__seed0,validation,ace_selected,proof,amc12_2001_p21,0,False,False,0.036671199999999994,0.068785,15,15,257351,178410,14429,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,6e37253f7781f623993a853921d22f137ef0b848619bfb1b0c1481a7c1e460a3,a0a8e7bcc93051f120ebe773d11abfddc3f6e6977579933d04cd1fd9d705b331,,7a521171e1d0e22418a30dfef2fe17d14fd2523d20544e973a3d2d47c53954e6
validation__nonace_matched__proof__amc12_2001_p21__seed0,validation,nonace_matched,proof,amc12_2001_p21,0,False,False,0.013030819999999999,0.0188306,9,9,55219,32221,6489,,5d004de16c6163eace6734d6ac2746e966496ff12bde181c9f0918458faa6cb8,46fcfd8d11a50e63c4c33116d3516d8978604e61cecd30a60922411557570c43,,6afeea92caa008794cc675597e17b9f3b11e60c5ad02a0651c183c8a0c4faf0e
validation__nonace_ordinary__proof__amc12_2001_p21__seed0,validation,nonace_ordinary,proof,amc12_2001_p21,0,False,False,0.039717579999999995,0.066928,21,21,255974,151169,13111,,6394e366bf34ab52650c56607f7ded1ceb4a91b1d2944ff3982ba287ecf46300,6504fcad5feaf11efed2a089bb1eaa9e3a08b66d2129dfd22d49a5c7fea479b9,,22a2fdf31492071e0613d58feab7115028306a292592f0a5b41a93b8abd6644d
validation__ace_selected__proof__mathd_numbertheory_284__seed0,validation,ace_selected,proof,mathd_numbertheory_284,0,False,True,0.00067342,0.0025618,1,1,11699,10491,185,e66c5939f05d38baf07e1faaa2da6b9cf22d05840126b839c0e55d8dbded20fc,cd6cd983ab3cfd42d9de2bf54d8bbd46e0176eb013f499e0aa2f281591ed98f5,7c218253081e07d0efe4fa18342470ea888100a7e706ff750ca092f282cb294e,51c0642d982a27c7abd10f59cbcb7afa3d7c5b4f246daac4759f8a2f6471e0f7,22c69ce8c1b7a7703bdfe7bcb5abd5c3f4df170d227570ecdbdc55edbffdf35b
validation__nonace_matched__proof__mathd_numbertheory_284__seed0,validation,nonace_matched,proof,mathd_numbertheory_284,0,False,True,0.00044133999999999997,0.0009105999999999999,1,1,3785,2607,128,,d9746806e9bc4847a62f46f50799b636edd6f8e4808e9b8e7a84f89a48bd8b56,7be2ee39ea3af3b2d8ceea9b13666abde6fc9a6d5db19edc68564ce6339d229f,209d4201341aa7ad0610f115d2a23245833430aa276dc6922de0cffc30595157,7428fceea295a86cafe3156d0da9b02c1806d60e8cf6aee7b2b2c694edebcc86
validation__nonace_ordinary__proof__mathd_numbertheory_284__seed0,validation,nonace_ordinary,proof,mathd_numbertheory_284,0,False,True,0.00017824,0.000859,1,1,3785,3782,85,,c107c6aa69d0e8c00f79209636c2dd3cf543d834ca945e06e517a4674a257068,1da8039aea6e5519e09161c22b97fb2a760e405aeb87fe8ca30321d59a651365,7b3ac0a00bd33e27eb5c40412a313cc526ec2c59f95e0567d78e8265fcd80afe,15a1e96ad7f1b21d4d54761aa010d4c49f23a99003476bc08f10fb7b4977758c
validation__ace_historical__proof__mathd_numbertheory_284__seed0,validation,ace_historical,proof,mathd_numbertheory_284,0,False,True,0.00066944,0.0015284,1,1,5980,4772,277,6470581f6434fdcbc10810cac84cd2c442ee1fac59fbe607e4f267f35e0187bd,6f2327fe0957165967ef36992c7b217bf79ed87638d837a1791d74abf25a3ee7,2608e11b824ed2f68e8c0d5aa53203e2a985fc67dedab7f7488230bfa7c6af14,51c0642d982a27c7abd10f59cbcb7afa3d7c5b4f246daac4759f8a2f6471e0f7,7249633035d3191141f4e75a7c1fe277be71bcf4b5428e40b1cc825c48ffc63a
